,Título,Apoyos,Fecha,Categoría,Categoría Completa,Autores,URL,Descripción
649,Normas sobre probidad y transparencia,854,2022-01-19 01:15:57,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Espacio Público,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Chile es el segundo país mejor ubicado en términos de corrupción en América Latina y ocupa un lugar importante como modelo de la región . Sin embargo, desde la academia y la sociedad civil se ha llamado la atención por un estancamiento en esta materia durante los últimos años.  ¿Cómo dar el siguiente paso y no hacer retrocesos?
Es fundamental que el proceso constituyente logre consolidar estos avances y generar un piso para no dar ningún paso atrás. Las normas sobre probidad, transparencia e integridad en la nueva constitución deben considerar como un punto de partida los estándares actuales vigentes bajo la constitución de 1980, e ir más allá: corregir sus flancos y recoger la experiencia constitucional para avanzar en esta materia.
Las normas sobre integridad que se adopten en la nueva constitución definirán el estándar mínimo aplicable a todos los órganos del Estado y transmitirá a la ciudadanía un compromiso con los valores y principios de transparencia e integridad. Por otra parte, el proceso constituyente es una oportunidad para la regulación, pues se parte desde una hoja en blanco y no existe control de la agenda por ninguna autoridad actualmente en el poder. En general es difícil que los mismos gobernantes accedan a limitar su propio poder y fortalecer a las instituciones que los controlan; por eso, ahora será la Convención la que escribirá las reglas, sin intereses institucionales, ni de actores que quieran resguardar su ausencia de controles. Por ende, esta podrá diseñar y determinar reglas más exigentes, así como fortalecer los controles de todos los órganos del Estado."
650,"#Deportesindiscriminación: Garanticemos el acceso democrático al deporte en un entorno de respeto, dignidad y sin discriminación",58,2022-01-19 01:15:43,derechos,4 - Derechos Fundamentales,Por Agustín Díaz M.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"En el deporte existen desafíos impostergables, entre ellos, aquellos que decantan de problemáticas como la intolerancia, racismo, odio y violencia  , situaciones además limítrofes al abuso, acoso, acoso sexual, estereotipos de género y discriminación. De esta reflexión emerge la necesidad de un mandato constitucional que garantice no solo el acceso a la práctica del deporte en estricto sensu, sino que también un entorno seguro para su desarrollo. 
Lamentablemente, tanto en Chile como en otras sociedades, se trata de una realidad aún infravalorada, advertencia ya avizorada en la  Declaración de Consenso sobre el Acoso y el Abuso Sexual emitida por el Comité Olímpico Internacional en 2016, que reconoció las virtudes de la actividad deportiva están amenazadas constantemente por violencia no accidental o maltrato, y que estas situaciones aún constituyen un punto ciego para muchas organizaciones deportivas, ya sea por miedo ignorancia, silencio o reputación  respecto a este tema. Consideramos que para que el deporte sea considerado una actividad en genuinamente beneficiosa no puede ser concebido aisladamente del respeto irrestricto de los derechos fundamentales de quienes participan en el. La actividad deportiva debe contar con una institucionalidad que tenga la capacidad de garantizar la adecuada promoción y protección de las garantías humanas básicas y disponer de los procedimientos adecuados para su oportuno amparo, si la institucionalidad no es capaz de cubrir ese baremo, sencillamente la institucionalidad no puede considerarse tal."
651,Sistema Semipresidencial para Chile,43,2022-01-19 01:15:28,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Christian T. Banda,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Chile posee, para muchos académicos y expertos en la materia política, un sistema hiper presidencialista. Y es que la figura del presidente, tanto en Chile como en el resto de américa, posee una cantidad de atribuciones notablemente importantes, desde su rol de co-legislador, hasta su poder de veto a leyes, o decretarlas. 

Con excepción de EEUU, país fuertemente republicano, con instituciones muy estables y con un sistema de contrapesos al poder que emana del presidente; En general, América Latina no cuenta con una reputación importante en materia institucional, y menos de contrapesos al poder presidencial. 

En este sentido, y teniendo en cuenta el caso de hiperpresidencialismo latente en Chile, se hace indispensable avanzar hacia un Régimen de Gobierno que le dé estabilidad y gobernabilidad al país."
652,Choapa Región ,51,2022-01-19 01:14:57,estado,"3 - Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal",Por Claudio Meza S.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"El día 29 de Diciembre mi cuñado murió de cáncer después de estar en varias ocasiones hospitalizado en el Hospital de Los Vilos. 
Las quimios y radioterapias se las realizaba en Coquimbo, donde al volver el segundo cáncer el especialista no lo detecto a tiempo y cuando comenzó con el segundo tratamiento no logro soportar las radioterapias, quedando en cama de donde nunca más salió. 
Fue muy doloroso ver todas las ganas de vivir y sufrir, al saber que moriría.
Este hecho de impotencia y dolor me llevo a pensar cómo podríamos tener mejor salud, no dependiendo de La Serena y Coquimbo; 
la forma que vislumbre es que nuestra provincia sea región y así tener recursos para mejorar nuestra red de salud pública entre tantas carencias que tenemos al ser la provincia más lejana del centro administrativo y capital regional."
653,"Estado Laico, separación iglesia y estado",228,2022-01-19 01:14:46,derechos,4 - Derechos Fundamentales,Por Mario Vega,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Estado Laico: El Estado debe ser siempre laico. No puede en forma alguna dar beneficios ni trato preferencial a ninguna agrupación religiosa, incluyendo cualquier clase de exención o beneficio. En ningún caso la llamada ""objeción de conciencia"" puede ser usada como excusa para incumplir las normas vigentes. En ningún caso autoridades religiosas pueden participar de actividades oficiales del Estado."
654,"Para una mejor democracia y mejores políticas públicas: Administraciones Públicas independientes, ágiles, eficaces y eficientes",21,2022-01-19 01:14:35,gobierno,"1 - Sobre Sistema Político, Gobierno, Poder Legislativo y Sistema Electoral",Por Eduardo Salinas Venegas,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"La incapacidad del sistema político de procesar las necesidades populares y formular políticas públicas eficaces y eficientes. Ello se debe a que la figura del Presidente de la República, que es jefe de la Administración del Estado, obedece a incentivos ajenos a la servicialidad que justifica la existencia de ella. 
Con la pléyade de poderes de que está dotado el Presidente de la República sobre la Administración Pública, desvía a ésta de su razón de ser, impidiendo que esta cumpla los mandatos legales."
655,Derecho al Deporte para todos y todas,98,2022-01-19 01:14:21,derechos,4 - Derechos Fundamentales,Por Víctor Hugo Montalba Peña,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"El deporte, en sus más amplias,  libres y soberanas expresiones,  ya sean individuales, colectivas, tradicionales o emergentes,  no está actualmente garantizado.  Ello se traduce en enfermedades,  estancamiento social, costos económicos,  crisis de identidad e inseguridad individual."
656,Construir Viviendas con pertinencia Indigena basadas en la Cosmovision Andina y el Buen Vivir (Suma Qamaña) ,15,2022-01-19 01:14:06,derechos,4 - Derechos Fundamentales,Por Luis Carvajal C.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"El Problema se establece a través de la busqueda de un mecanismo que garantice a una sociedad indigena organizada desarrollar e implementar un modelo territorial de vivienda indigena basado en el suma qamaña(buen vivir). Donde se establezca un espacio de desarrollo en donde se haga practica efectiva de la Cultura, la Cosmovision y Emprendimiento Indigena, que  permita mejorar la calidad de vida de manera integrada de las familias indígenas."
657,Fiscalización gobiernos comunales,39,2022-01-19 01:13:52,estado,"3 - Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal",Por María Barahona G.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Los gobiernos locales,municipios ,se han convertido en bolsa de empleabilidad por favores de  politicos. A su vez,el ente y fiscalizador,no cumple su funcion, (concejo municipal) lo que conlleva la  contratacion indiscriminada de personas sin competencias para una determinada función) quienes ante un nuevo escenario político comunal ,son despedidos y,demandando  a la entidad edilicia con el consiguiente despilfarro de recursos de todos los chilenos .Lo expresado es una constante en cada cambio de gobierno comunal."
658,Prohibe el lucro con fondos públicos en todos los niveles educacionales,103,2022-01-19 01:13:41,derechos,4 - Derechos Fundamentales,Por Movimiento Burdeos,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"El sistema de educación superior en Chile permite que exista lucro en los centros de formación técnica e institutos profesionales. En la educación universitaria no esta permitido el lucro, sin embargo, es de público conocimiento que efectivamente si hay lucro en una parte importante de universidades.
Para nuestro movimiento, el lucro no debe permitirse en ninguno de los tres niveles de la educación superior con fondos estatales. No estamos en contra de la posibilidad de emprender de las personas, pero el lucro en los derechos fundamentales, como la educación, debe ser drásticamente sancionado si accede a fondos públicos."
659,Garantía y promoción estatal de las humanidades y el arte,95,2022-01-19 01:13:30,conocimiento,"7 - Sistemas de Conocimientos, Culturas, Ciencia, Tecnología, Artes y Patrimonios",Por Pablo Arias C.,https://plataforma.chileconvencion.cl/m/iniciativa_popular/,"Si bien el desarrollo científico y tecnológico es primordial y debe ser incentivado (más aún en los tiempos que vivimos). La situación de las artes y las humanidades tiene también una primera importancia, pero estas exigen un cuidado suplementario que las garanticen y democraticen, debido a la exclusión y olvido progresivo que han tenido en estos últimos 40 años.
La cultura que se hereda, se produce y se expone se ha visto progresivamente olvidada por la vorágine del progreso neoliberal que comprende el desarrollo sólo en su dimensión económica, generando así -aún en su éxito- una población pobre a nivel cultural, donde solo una elite tiene acceso a estos conocimientos y experiencias. 
Algunas de estas consecuencias son:
1) Las humanidades y las artes es solo de acceso de privilegiados que pueden vivir dignamente por medios diferentes a estas.
2) Instituciones de estudios que se debilitan en filosofía, en historia (en humanidades y artes en general). 
3) Ciudades carentes de teatro, de cine, de exposiciones de arte, de bibliotecas, de instituciones de estudios diversas, etc.
4) Un pueblo que desconoce de cultura al punto de desinteresarse de ella.
5) Artistas, historiadores, filósofos, etc., sin posibilidades de vivir dignamente, lo que muchas veces los obliga a emigrar.
Entre muchas otras."
